business_count,total_employees,total_revenue,kc_crime_safety,kc_development_activity,kc_demographic_strength,kc_infrastructure_score,kc_market_access,gdp_impact,job_creation,roi_percentage
47.673336089482156,7707.655579163898,2714685047.022024,56.26802841860496,51.303588349383936,60.34342955060521,78.0355552771196,75.11867947512422,5239042662.640508,17125,21.41057825877487
46.919964896072074,4694.317846098098,1214502263.821493,81.81407281368436,68.26217123408887,83.3895865495289,86.08184809520397,80.07655853699237,2652242040.8609853,12115,27.49835654518394
38.29098114978451,9908.944597817228,2907254997.156969,66.3855617723928,66.17831159477724,68.69123876138305,87.30625219367762,98.76399925179658,6098536015.430573,24055,26.18199574932428
55.08853836291477,9437.061098922604,2581238269.4692974,65.33994046280583,74.50239707832499,57.896052543451134,94.04232338689461,82.59934582272945,5135368246.33732,21748,23.018714312303814
16.477352199975282,2053.6726933558434,557072543.0481455,82.19274102239787,76.91877893145251,96.4160346398213,82.88720243738936,79.85369464097408,1211103061.988072,5333,28.162717932603545
68.31612776186559,10193.528262355023,1851434849.0935102,71.60877154195177,67.73683821625009,77.07939020861936,68.7850912802209,76.71712464211927,3631759002.305604,23658,24.217108968530326
43.81185344558469,10593.902171386264,2664259230.2729487,67.24237677283145,69.04775744454177,65.13830030538043,92.66376993220544,81.4283314566264,5376362553.123445,24929,24.950084202751796
63.52076737059447,6290.126429204328,2568936031.103501,80.11580159219108,76.19538956214646,85.28032889490316,92.9887448663438,83.87420129795724,5581212950.586705,16195,25.111944271911216
60.38280749881325,13270.190353334114,3376345572.356967,55.26524466534065,54.94336446873707,70.50462893040415,80.85369696040799,66.64691464494564,6604855590.816365,30239,21.864910820552836
61.706685598118526,5935.1108419480925,1310796262.2624984,80.78048607981373,82.72173523474822,76.73024872835933,82.67568512171862,85.61863950871293,2650102080.0520105,14120,26.096873613752336
73.38881058258197,14181.604710412605,4135737085.928793,66.31077547384147,76.33543641787625,65.51217866788971,86.07851189647339,89.01313467378758,8399987033.904746,33741,25.466588734318428
54.55318099986604,8360.659458330769,2530707611.378112,89.14219244316801,81.14808590222007,85.17181167696921,84.2300474765773,78.96072807181368,5336611589.55822,21188,26.97570505762308
36.71962143421381,3426.8124990116967,509288980.3448791,74.12824763087917,58.133480365682516,63.94316568586678,74.5383667268218,74.46475110055385,971597898.4342836,7575,22.18526916161455
66.93569540741022,18901.63164420564,5915639965.811617,66.66660668231498,62.53034199298196,60.22349262480272,81.88962465848925,76.9255917832137,11816513963.150703,44216,21.53123455062161
87.90801084665353,5624.050815362859,1957465121.827795,87.77447145820565,75.30435946002612,83.49696687270787,77.7201837810468,98.84171012830997,4050355889.9457855,13582,25.66372055603647
44.22407353496053,3967.5320989840206,1504912700.7306118,74.25385585400699,85.12199451276115,84.0472419800585,83.82531931646473,88.86682636891999,3021917527.959745,9263,23.250645004630993
32.160384575048695,4750.226460822096,2578680743.2815495,73.18282782524766,77.61193018981699,81.22548054532345,81.96374608339238,76.03129340878844,5433061355.919228,11777,24.560792405037887
72.51478205978032,7749.626697495806,2097575871.5157666,66.215979745176,59.22249552636981,77.87639803291745,66.1637488979044,66.21377688608689,3969180603.473347,17754,19.638710566025562
46.94270606380107,10216.256890104276,2525171343.3385506,61.741892170235,82.4113721044257,60.057403569479085,89.88923673291426,88.22308747141855,5147383674.740373,24214,24.667099143331914
28.86737711943539,6265.304044034438,2611566972.015175,80.31290839818269,85.69762483248786,84.03377988323678,87.54095386712822,79.24686274831983,5643896692.773888,16083,26.32388902967106
26.55583438262385,3082.4614307846,1723221938.8904624,82.22003113004806,72.96829873341136,90.54528903863421,82.40378628138758,79.68631417575584,3728196668.7111144,7936,25.13463059683846
70.353581757307,6344.941499415536,2501403326.0080576,82.79592870607097,85.45960731225648,79.55579507230611,84.58099346088756,80.28748321147604,5276929435.397628,15927,28.033193656485533
64.09244289181545,21518.6356387366,4348064954.7886505,71.56435031699225,52.276291458918266,58.42641288965133,75.5158849895408,68.38509059144518,8535479901.94964,50492,24.411794641510767
80.76308013856035,21506.787921169187,4269145324.39466,62.38172141821549,67.88793656788438,60.67211862670847,98.5435981739657,84.5151421800294,8758232796.488554,50399,25.23226592114374
26.1320705875467,2850.8911070848067,1323036977.2435918,74.64483690295627,79.97942696715091,73.0961684014159,77.69994826945408,84.22726966421894,2787014174.503547,7041,24.922575672825097
48.31572777583949,16961.130164282233,5401153845.782151,70.63654795384444,55.43027021040914,70.89350217792447,84.33177516497308,66.91145253303729,10770108084.909973,40498,23.75893276227581
50.094588526414185,5728.179580065033,2006252543.9018106,79.78401189227019,69.62869459041308,97.80998060143322,83.17194011129396,73.58783458816262,4282727760.3100133,14451,26.523919411263545
69.08681596216678,18632.198535138145,4059261459.7793827,65.6314543269524,60.520179216418484,56.90940553718225,74.58657609277782,67.65837107980393,8078680520.257892,42962,24.874650318067197
35.17146795501924,6944.06785467763,2902025925.713841,69.13790343934572,71.43939898005706,67.9104171962525,78.08400210561253,80.93858905034354,5787261382.099401,16386,21.94165828897276
55.631856143646296,11695.444481491993,4720557998.87852,67.80820065166448,73.78723478071682,85.37969267373914,82.68442559535815,78.23826409599197,9973015213.218798,29270,27.753150618305455
84.67488670551052,8362.164832012033,3257374953.7632465,72.68783430977611,77.58067201938029,77.00486698657491,78.53464921510943,97.7571765144829,6848665743.524166,20383,25.600402178288938
88.35307941322858,14803.471697889663,2760210470.010763,68.64161484256988,58.88628329185166,65.6801307837577,95.88904629651245,79.50864519463344,5555601422.673168,34004,22.885740588312352
79.59411196967667,7496.5959815325405,2391761704.237774,80.33027185049966,88.84337197510432,76.30688177197234,80.00686502766847,84.89628191038645,4908645750.647337,17961,25.620824493968914
29.45319138752146,5958.599026953431,2537147005.335441,78.78103056687479,90.43402533925928,76.8008540194493,94.41598610201032,82.01417786077363,5352060521.028198,15068,24.206553819208068
97.54619761913177,3440.4115570487916,1133545934.4448183,78.60497831496336,75.26467729855013,75.40807434372334,77.52458314957633,80.87215235647889,2286237590.8422155,8260,23.675577141614284
36.641483063025746,5737.362022450388,2082114008.193836,68.00146560293611,75.11406215248344,83.1194933188941,80.9942087497869,82.25721480231496,4348365816.446602,14259,25.017084764321147
67.67576433472443,17451.0110668161,5520068192.684082,69.16979892403316,52.4212655033065,68.4099045269452,78.64690548648483,78.95300779503772,10796409767.591425,39056,20.84248341866772
61.264133192516056,8857.379345076817,2064504531.9841342,76.66192118028955,67.92727017778202,72.73318781183642,78.62769759481071,69.43315139750172,3933443765.7851033,19918,20.381871644867523
46.17839330185607,4393.9644558561595,764639284.997321,64.01165937505147,61.01309138003158,76.74495053950731,66.58282850739589,69.74619212910243,1461551800.500074,9910,20.517157395751184
86.72816802380626,5782.82678466588,1977414392.068986,76.62094527098877,75.49208338387733,74.93047513436163,79.68540495074049,83.4489165201447,4017587560.2813177,13730,24.784105793148917
35.35213339891183,7600.957259414111,3802500595.994991,81.21587525613684,77.22878626216549,82.92627698635827,89.23803018446432,87.34647779487116,8195835366.686025,18931,26.268899204948852
99.86191090624139,17324.885493737238,5917215674.116894,66.4949926953579,71.76208072867662,67.46503008369803,91.22602275586628,82.2004429950984,12099448343.675314,41716,26.378723347627364
62.501778730229354,22949.893754865607,8825681383.371063,62.23754565964401,62.98749682897571,64.56048054809742,80.47752438815624,75.28836004339308,17818081507.685383,55266,25.79794872719946
65.09711788499594,16825.152920454097,3429902466.954652,61.48825827045676,55.873241896175344,58.08361500909693,82.04842411598577,74.3338208032935,6806653520.174917,38781,23.72471765807412
20.629080280442594,2308.135564248464,563441142.4701738,77.7912478860883,72.80171716023447,80.05440962221358,94.92464932884631,78.32801562561217,1202132894.5954869,5853,26.212234106809312
38.75440912592366,3839.4266293448845,1514181426.9521766,71.25739984873847,81.38909280990895,84.74794502930772,79.4596074721013,70.94239596977987,3214621745.8855033,9683,24.676770151397903
39.529240002029574,6132.145744755673,3510742973.707773,78.92670369503126,74.76065697650286,93.70347411132258,85.72025589470817,79.34659588492526,7548576576.437278,15504,27.75622346495666
71.05140764678708,15742.452535452825,2795711823.2693267,65.28263190676628,59.63525781446984,70.95007583715355,83.96504646700835,89.37795310433243,5559166783.072718,36713,22.972847759210786
55.54405148109404,8759.135480764158,2284858368.9523625,75.83506381610131,78.87730283872446,89.45137479754477,81.76961360750654,74.3059394350347,4898117765.494087,22404,26.573517233807287
29.124933577979185,2315.0473627787883,468117745.7359495,70.3819499576742,58.409797404336075,66.50153519289918,74.29188869500537,58.16311726864977,889564840.4300992,5239,22.143298263290376
24.646135554811522,4786.940935354296,1968167989.2825656,82.76629552731426,71.1363381599219,76.86090415959485,96.8626361322419,81.90811120633704,4208670052.2230787,12060,25.2092271236695
55.01012389798854,8275.15001400746,1615071019.5709798,62.68770945944828,51.399830329941494,67.14629739473229,81.55553903725155,66.90697999627417,3165071724.1692033,19108,23.032928993670193
47.21314478107214,9935.149333072768,5577458991.943661,74.29067567101387,70.78171226069668,82.10928420061494,76.35869953267631,84.6025993565537,12025283874.736874,25225,26.572002819075593
38.561927019526536,4788.765397498419,2141651089.6428463,73.69350666024447,74.57157862381354,72.78826263302179,84.11551989970036,79.63111473765159,4452614640.792958,11598,26.474154540914572
50.01534819280161,10100.175063578457,5543320312.66359,84.14855564051261,76.28435633509433,90.12260767153171,82.50769123168453,81.20947410203715,11771650306.840263,25586,26.84581149962601
97.72619225513058,17900.41838189476,4460925112.3591385,58.76797078780712,66.78206009022281,59.15989432146625,91.26437621217649,94.4210826968154,9205725203.548256,42159,24.193325133769413
107.69903372391622,8422.512130997651,2393940262.587769,83.87808878548924,91.7185341727118,75.4391045577361,86.5753229141883,83.33270745682252,4863360805.011079,20492,26.439514987219145
68.87844230093319,8639.989038118723,2318074580.0090966,62.599583228616495,59.20863604034587,76.33225877901766,75.707461771442,68.42332894665009,4420495966.66853,19238,20.75243234955247
48.74325440756906,4189.082109938512,1530553556.0833967,73.28983246732832,80.17814608216011,86.81706774222724,91.61107483760226,74.82801880508691,3251083908.615884,10584,26.35065305365524
72.65558958073186,16935.619481911963,5794158323.573945,65.69547687190143,75.96418267640387,75.7450471649731,82.59647854978508,88.60601849680444,12046292537.7737,41759,27.28307884736803
53.82299677136578,10565.184815488014,3303785073.564439,55.082724758798534,58.028981986790946,52.62974891065887,83.42479709227314,68.52477310713031,6513893891.700894,24125,23.3764438226452
52.662799163499514,3745.188605746342,665788754.9262292,59.11053122956618,70.7903153012594,62.969226231690186,73.98073667382285,82.0341348608867,1289332026.9187124,8433,22.024081807304864
101.24746044097996,6927.899256609566,1257111306.7408025,80.8986885193882,90.84817608600024,91.28318705115637,82.35274907237422,81.82155318629684,2615224014.9296145,17276,27.068137835437156
67.69728023637718,8297.804205325552,2389695413.974691,61.14961503129528,70.4106419917055,75.89565078855955,83.20887482919946,80.297089273171,4797359258.838043,19833,25.250823259045113
87.31208797114172,8111.179647997323,2493838430.7868834,76.98656293230756,90.82529329235601,78.40856296492476,76.0707615693359,84.9206006018268,5058638707.888841,19447,26.702432604421
37.828700305224544,13455.3130011822,3006167786.7732267,55.47539211625889,61.7382364408645,70.27371012752967,80.39457830038275,80.80483833018972,5945133803.447695,30774,24.37278410786919
67.17294441245126,4494.243774436441,913705985.403503,78.53976705064328,48.30177121839846,69.74080318888545,65.61463794603247,70.1784016241019,1769232732.872978,10253,21.41510604738704
58.912237347379275,12039.910243858618,2447084294.238012,63.85689080012737,56.13966024434665,57.390459958156406,74.75342332964101,65.2562438191085,4859959600.1752205,28609,24.8494193990869
